,Country,POL,Year,Value
60628,Spain,PM2-5,2003,59.235
60629,Spain,PM2-5,2004,58.854
60630,Spain,PM2-5,2005,58.391
60631,Spain,PM2-5,2006,56.754
60632,Spain,PM2-5,2007,56.761
60633,Spain,PM2-5,2008,56.586
60634,Spain,PM2-5,2009,63.125
60635,Spain,PM2-5,2010,62.226
60636,Spain,PM2-5,2011,61.592
60637,Spain,PM2-5,2012,62.499
60638,Spain,PM2-5,2013,58.704
60639,Spain,PM2-5,2014,57.433
60640,Spain,PM2-5,2015,57.904
60641,Spain,PM2-5,2016,45.125
60642,Spain,PM2-5,2017,45.897
60643,Spain,PM2-5,2018,46.115
60644,Spain,PM2-5,2019,46.919
60646,Spain,PM2-5,2000,12.744
60647,Spain,PM2-5,2001,12.694
60648,Spain,PM2-5,2002,13.626
60649,Spain,PM2-5,2003,14.868
60650,Spain,PM2-5,2004,13.648
60651,Spain,PM2-5,2005,13.009
60652,Spain,PM2-5,2006,11.74
60653,Spain,PM2-5,2007,11.964
60654,Spain,PM2-5,2008,11.39
60655,Spain,PM2-5,2009,9.681
60656,Spain,PM2-5,2010,8.908
60657,Spain,PM2-5,2011,9.347
60658,Spain,PM2-5,2012,9.81
60659,Spain,PM2-5,2013,6.628
60660,Spain,PM2-5,2014,5.2
60661,Spain,PM2-5,2015,6.629
60662,Spain,PM2-5,2016,7.963
60663,Spain,PM2-5,2017,8.742
60664,Spain,PM2-5,2018,9.061
60665,Spain,PM2-5,2019,10.458
60667,Spain,PM2-5,2000,43.819
60668,Spain,PM2-5,2001,44.244
60669,Spain,PM2-5,2002,44.269
60670,Spain,PM2-5,2003,44.367
60671,Spain,PM2-5,2004,45.207
60672,Spain,PM2-5,2005,45.382
60673,Spain,PM2-5,2006,45.014
60674,Spain,PM2-5,2007,44.797
60675,Spain,PM2-5,2008,45.196
60676,Spain,PM2-5,2009,53.444
60677,Spain,PM2-5,2010,53.319
60678,Spain,PM2-5,2011,52.245
60679,Spain,PM2-5,2012,52.689
60680,Spain,PM2-5,2013,52.076
60681,Spain,PM2-5,2014,52.233
60682,Spain,PM2-5,2015,51.275
60683,Spain,PM2-5,2016,37.162
60684,Spain,PM2-5,2017,37.155
60685,Spain,PM2-5,2018,37.053
60686,Spain,PM2-5,2019,36.461
60688,Spain,PM2-5,2000,7.898
60689,Spain,PM2-5,2001,8.255
60690,Spain,PM2-5,2002,8.86
60691,Spain,PM2-5,2003,10.076
60692,Spain,PM2-5,2004,11.584
60693,Spain,PM2-5,2005,11.702
60694,Spain,PM2-5,2006,11.793
60695,Spain,PM2-5,2007,12.582
60696,Spain,PM2-5,2008,10.826
60697,Spain,PM2-5,2009,9.631
60698,Spain,PM2-5,2010,8.467
60699,Spain,PM2-5,2011,9.496
60700,Spain,PM2-5,2012,6.798
60701,Spain,PM2-5,2013,7.309
60702,Spain,PM2-5,2014,7.784
60703,Spain,PM2-5,2015,8.009
60704,Spain,PM2-5,2016,7.628
60705,Spain,PM2-5,2017,7.878
60706,Spain,PM2-5,2018,8.388
60707,Spain,PM2-5,2019,7.998
60709,Spain,PM2-5,2000,0.478
60710,Spain,PM2-5,2001,0.444
60711,Spain,PM2-5,2002,0.447
60712,Spain,PM2-5,2003,0.445
60713,Spain,PM2-5,2004,0.482
60714,Spain,PM2-5,2005,0.449
60715,Spain,PM2-5,2006,0.46
60716,Spain,PM2-5,2007,0.449
60717,Spain,PM2-5,2008,0.409
60718,Spain,PM2-5,2009,0.363
60719,Spain,PM2-5,2010,0.377
60720,Spain,PM2-5,2011,0.399
60721,Spain,PM2-5,2012,0.337
60722,Spain,PM2-5,2013,0.345
60723,Spain,PM2-5,2014,0.334
60724,Spain,PM2-5,2015,0.315
60725,Spain,PM2-5,2016,0.316
60726,Spain,PM2-5,2017,0.346
60727,Spain,PM2-5,2018,0.32
60728,Spain,PM2-5,2019,0.208
60730,Spain,PM2-5,1990,0.0
60731,Spain,PM2-5,1991,0.0
60732,Spain,PM2-5,1992,0.0
60733,Spain,PM2-5,1993,0.0
60734,Spain,PM2-5,1994,0.0
60735,Spain,PM2-5,1995,0.0
60736,Spain,PM2-5,1996,0.0
60737,Spain,PM2-5,1997,0.0
60738,Spain,PM2-5,1998,0.0
60739,Spain,PM2-5,1999,0.0
60740,Spain,PM2-5,2000,22.28
60741,Spain,PM2-5,2001,9.426
60742,Spain,PM2-5,2002,10.021
60743,Spain,PM2-5,2003,9.995
60744,Spain,PM2-5,2004,5.798
60745,Spain,PM2-5,2005,5.448
60746,Spain,PM2-5,2006,4.107
60747,Spain,PM2-5,2007,3.979
60748,Spain,PM2-5,2008,3.386
60749,Spain,PM2-5,2009,3.296
60750,Spain,PM2-5,2010,3.494
60751,Spain,PM2-5,2011,4.085
60752,Spain,PM2-5,2012,3.836
60753,Spain,PM2-5,2013,3.575
60754,Spain,PM2-5,2014,4.509
60755,Spain,PM2-5,2015,4.568
60756,Spain,PM2-5,2016,4.024
60757,Spain,PM2-5,2017,4.265
60758,Spain,PM2-5,2018,4.594
60759,Spain,PM2-5,2019,4.396
60761,Spain,PM2-5,2000,41.152
60762,Spain,PM2-5,2001,47.406
60763,Spain,PM2-5,2002,38.659
60764,Spain,PM2-5,2003,52.602
60765,Spain,PM2-5,2004,41.266
60766,Spain,PM2-5,2005,36.45
60767,Spain,PM2-5,2006,44.587
60768,Spain,PM2-5,2007,44.392
60769,Spain,PM2-5,2008,41.474
60770,Spain,PM2-5,2009,46.942
60771,Spain,PM2-5,2010,48.291
60772,Spain,PM2-5,2011,50.675
60773,Spain,PM2-5,2012,33.473
60774,Spain,PM2-5,2013,58.194
60775,Spain,PM2-5,2014,38.148
60776,Spain,PM2-5,2015,48.649
60777,Spain,PM2-5,2016,48.126
60778,Spain,PM2-5,2017,45.285
60779,Spain,PM2-5,2018,61.467
60780,Spain,PM2-5,2019,44.807
60782,Spain,PM2-5,2000,4.348
60783,Spain,PM2-5,2001,4.149
60784,Spain,PM2-5,2002,3.937
60785,Spain,PM2-5,2003,4.232
60786,Spain,PM2-5,2004,3.814
60787,Spain,PM2-5,2005,3.603
60788,Spain,PM2-5,2006,3.645
60789,Spain,PM2-5,2007,3.59
60790,Spain,PM2-5,2008,3.234
60791,Spain,PM2-5,2009,3.336
60792,Spain,PM2-5,2010,3.269
60793,Spain,PM2-5,2011,3.314
60794,Spain,PM2-5,2012,2.875
60795,Spain,PM2-5,2013,3.315
60796,Spain,PM2-5,2014,2.869
60797,Spain,PM2-5,2015,3.106
60798,Spain,PM2-5,2016,2.768
60799,Spain,PM2-5,2017,2.758
60800,Spain,PM2-5,2018,3.101
60801,Spain,PM2-5,2019,2.697
60803,Spain,CO,1990,4141.845
60804,Spain,CO,1991,4212.881
60805,Spain,CO,1992,4226.798
60806,Spain,CO,1993,3911.804
60807,Spain,CO,1994,3639.4
60808,Spain,CO,1995,3143.827
60809,Spain,CO,1996,3574.467
60810,Spain,CO,1997,3402.351
60811,Spain,CO,1998,3276.568
60812,Spain,CO,1999,3012.569
60813,Spain,CO,2000,2664.096
60814,Spain,CO,2001,2517.902
60815,Spain,CO,2002,2296.833
60816,Spain,CO,2003,2443.528
60817,Spain,CO,2004,2207.663
60818,Spain,CO,2005,2034.875
60819,Spain,CO,2006,2042.816
60820,Spain,CO,2007,2011.718
60821,Spain,CO,2008,1863.271
60822,Spain,CO,2009,1895.065
60823,Spain,CO,2010,1910.459
60824,Spain,CO,2011,1894.082
60825,Spain,CO,2012,1589.788
60826,Spain,CO,2013,1899.802
60827,Spain,CO,2014,1642.577
60828,Spain,CO,2015,1785.111
60829,Spain,CO,2016,1638.054
60830,Spain,CO,2017,1634.311
60831,Spain,CO,2018,1848.592
60832,Spain,CO,2019,1590.667
60834,Spain,CO,1990,2167.715
60835,Spain,CO,1991,2277.512
60836,Spain,CO,1992,2394.25
60837,Spain,CO,1993,2106.239
60838,Spain,CO,1994,1949.797
60839,Spain,CO,1995,1721.909
60840,Spain,CO,1996,1713.285
60841,Spain,CO,1997,1528.808
60842,Spain,CO,1998,1459.038
60843,Spain,CO,1999,1285.291
60844,Spain,CO,2000,1119.466
60845,Spain,CO,2001,1030.361
60846,Spain,CO,2002,912.161
60847,Spain,CO,2003,878.065
60848,Spain,CO,2004,804.39
60849,Spain,CO,2005,699.919
60850,Spain,CO,2006,629.033
60851,Spain,CO,2007,587.789
60852,Spain,CO,2008,502.159
60853,Spain,CO,2009,458.235
60854,Spain,CO,2010,428.82
60855,Spain,CO,2011,378.292
60856,Spain,CO,2012,348.464
60857,Spain,CO,2013,321.914
60858,Spain,CO,2014,307.781
60859,Spain,CO,2015,298.037
60860,Spain,CO,2016,297.825
60861,Spain,CO,2017,299.175
60862,Spain,CO,2018,303.258
60863,Spain,CO,2019,313.507
60865,Spain,CO,1990,2085.016
60866,Spain,CO,1991,2192.752
60867,Spain,CO,1992,2314.43
60868,Spain,CO,1993,2028.913
60869,Spain,CO,1994,1885.42
60870,Spain,CO,1995,1657.36
60871,Spain,CO,1996,1641.414
60872,Spain,CO,1997,1457.088
60873,Spain,CO,1998,1385.181
60874,Spain,CO,1999,1212.473
60875,Spain,CO,2000,1046.508
60876,Spain,CO,2001,955.705
60877,Spain,CO,2002,837.757
60878,Spain,CO,2003,804.026
60879,Spain,CO,2004,732.015
60880,Spain,CO,2005,628.875
60881,Spain,CO,2006,557.53
60882,Spain,CO,2007,519.725
60883,Spain,CO,2008,442.255
60884,Spain,CO,2009,403.314
60885,Spain,CO,2010,377.244
60886,Spain,CO,2011,328.13
60887,Spain,CO,2012,296.191
60888,Spain,CO,2013,276.262
60889,Spain,CO,2014,261.233
60890,Spain,CO,2015,250.647
60891,Spain,CO,2016,247.922
60892,Spain,CO,2017,245.081
60893,Spain,CO,2018,244.344
60894,Spain,CO,2019,249.903
60896,Spain,CO,1990,82.699
60897,Spain,CO,1991,84.76
60898,Spain,CO,1992,79.82
60899,Spain,CO,1993,77.326
60900,Spain,CO,1994,64.377
60901,Spain,CO,1995,64.549
60902,Spain,CO,1996,71.871
60903,Spain,CO,1997,71.72
60904,Spain,CO,1998,73.857
60905,Spain,CO,1999,72.818
60906,Spain,CO,2000,72.958
60907,Spain,CO,2001,74.656
60908,Spain,CO,2002,74.404
60909,Spain,CO,2003,74.039
60910,Spain,CO,2004,72.375
60911,Spain,CO,2005,71.044
60912,Spain,CO,2006,71.504
60913,Spain,CO,2007,68.064
60914,Spain,CO,2008,59.903
60915,Spain,CO,2009,54.921
60916,Spain,CO,2010,51.576
60917,Spain,CO,2011,50.163
60918,Spain,CO,2012,52.273
60919,Spain,CO,2013,45.653
60920,Spain,CO,2014,46.548
60921,Spain,CO,2015,47.39
60922,Spain,CO,2016,49.903
60923,Spain,CO,2017,54.094
60924,Spain,CO,2018,58.914
60925,Spain,CO,2019,63.605
60927,Spain,CO,1990,1974.13
60928,Spain,CO,1991,1935.369
60929,Spain,CO,1992,1832.548
60930,Spain,CO,1993,1805.565
60931,Spain,CO,1994,1689.604
60932,Spain,CO,1995,1421.917
60933,Spain,CO,1996,1861.182
60934,Spain,CO,1997,1873.542
60935,Spain,CO,1998,1817.531
60936,Spain,CO,1999,1727.278
60937,Spain,CO,2000,1544.63
60938,Spain,CO,2001,1487.541
60939,Spain,CO,2002,1384.673
60940,Spain,CO,2003,1565.464
60941,Spain,CO,2004,1403.274
60942,Spain,CO,2005,1334.956
60943,Spain,CO,2006,1413.783
60944,Spain,CO,2007,1423.929
60945,Spain,CO,2008,1361.112
60946,Spain,CO,2009,1436.83
60947,Spain,CO,2010,1481.639
60948,Spain,CO,2011,1515.79
60949,Spain,CO,2012,1241.325
60950,Spain,CO,2013,1577.887
60951,Spain,CO,2014,1334.796
60952,Spain,CO,2015,1487.074
60953,Spain,CO,2016,1340.229
60954,Spain,CO,2017,1335.136
60955,Spain,CO,2018,1545.334
60956,Spain,CO,2019,1277.16
60958,Spain,CO,1990,6.614
60959,Spain,CO,1991,7.007
60960,Spain,CO,1992,8.386
60961,Spain,CO,1993,7.561
60962,Spain,CO,1994,8.141
60963,Spain,CO,1995,9.705
60964,Spain,CO,1996,7.999
60965,Spain,CO,1997,11.175
60966,Spain,CO,1998,9.903
60967,Spain,CO,1999,11.787
60968,Spain,CO,2000,12.247
60969,Spain,CO,2001,12.617
60970,Spain,CO,2002,14.869
60971,Spain,CO,2003,13.073
60972,Spain,CO,2004,13.765
60973,Spain,CO,2005,15.368
60974,Spain,CO,2006,13.843
60975,Spain,CO,2007,14.232
60976,Spain,CO,2008,12.323
60977,Spain,CO,2009,10.49
60978,Spain,CO,2010,14.22
60979,Spain,CO,2011,18.449
60980,Spain,CO,2012,19.356
60981,Spain,CO,2013,24.214
60982,Spain,CO,2014,26.868
60983,Spain,CO,2015,24.258
60984,Spain,CO,2016,24.102
60985,Spain,CO,2017,34.585
60986,Spain,CO,2018,31.099
60987,Spain,CO,2019,24.162
60989,Spain,CO,1990,680.616
60990,Spain,CO,1991,701.07
60991,Spain,CO,1992,686.309
60992,Spain,CO,1993,671.4
60993,Spain,CO,1994,675.653
60994,Spain,CO,1995,606.753
60995,Spain,CO,1996,593.584
60996,Spain,CO,1997,561.112
60997,Spain,CO,1998,553.181
60998,Spain,CO,1999,572.7
60999,Spain,CO,2000,597.518
61000,Spain,CO,2001,606.635
61001,Spain,CO,2002,611.239
61002,Spain,CO,2003,606.409
61003,Spain,CO,2004,621.092
61004,Spain,CO,2005,625.702
61005,Spain,CO,2006,618.329
61006,Spain,CO,2007,627.482
61007,Spain,CO,2008,617.436
61008,Spain,CO,2009,642.349
61009,Spain,CO,2010,655.926
61010,Spain,CO,2011,633.124
61011,Spain,CO,2012,617.025
61012,Spain,CO,2013,601.685
61013,Spain,CO,2014,617.827
61014,Spain,CO,2015,621.75
61015,Spain,CO,2016,500.953
61016,Spain,CO,2017,507.405
61017,Spain,CO,2018,499.5
61018,Spain,CO,2019,497.361
61020,Spain,CO,1990,252.947
61021,Spain,CO,1991,251.124
61022,Spain,CO,1992,223.43
61023,Spain,CO,1993,224.624
61024,Spain,CO,1994,233.815
61025,Spain,CO,1995,206.772
61026,Spain,CO,1996,193.633
61027,Spain,CO,1997,161.242
61028,Spain,CO,1998,158.855
61029,Spain,CO,1999,189.003
61030,Spain,CO,2000,213.737
61031,Spain,CO,2001,214.818
61032,Spain,CO,2002,218.622
61033,Spain,CO,2003,216.34
61034,Spain,CO,2004,223.292
61035,Spain,CO,2005,225.337
61036,Spain,CO,2006,217.058
61037,Spain,CO,2007,229.497
61038,Spain,CO,2008,214.613
61039,Spain,CO,2009,173.019
61040,Spain,CO,2010,187.88
61041,Spain,CO,2011,181.197
61042,Spain,CO,2012,163.315
61043,Spain,CO,2013,158.702
61044,Spain,CO,2014,172.053
61045,Spain,CO,2015,181.861
61046,Spain,CO,2016,182.049
61047,Spain,CO,2017,191.748
61048,Spain,CO,2018,187.044
61049,Spain,CO,2019,189.179
61051,Spain,CO,1990,427.669
61052,Spain,CO,1991,449.946
61053,Spain,CO,1992,462.879
61054,Spain,CO,1993,446.776
61055,Spain,CO,1994,441.838
61056,Spain,CO,1995,399.981
61057,Spain,CO,1996,399.952
61058,Spain,CO,1997,399.869
61059,Spain,CO,1998,394.325
61060,Spain,CO,1999,383.697
61061,Spain,CO,2000,383.781
61062,Spain,CO,2001,391.817
61063,Spain,CO,2002,392.617
61064,Spain,CO,2003,390.069
61065,Spain,CO,2004,397.8
61066,Spain,CO,2005,400.364
61067,Spain,CO,2006,401.271
61068,Spain,CO,2007,397.985
61069,Spain,CO,2008,402.824
61070,Spain,CO,2009,469.331
61071,Spain,CO,2010,468.047
61072,Spain,CO,2011,451.927
61073,Spain,CO,2012,453.71
61074,Spain,CO,2013,442.983
61075,Spain,CO,2014,445.774
61076,Spain,CO,2015,439.888
61077,Spain,CO,2016,318.904
61078,Spain,CO,2017,315.657
61079,Spain,CO,2018,312.455
61080,Spain,CO,2019,308.182
61082,Spain,CO,1990,182.279
61083,Spain,CO,1991,180.324
61084,Spain,CO,1992,165.801
61085,Spain,CO,1993,174.013
61086,Spain,CO,1994,176.29
61087,Spain,CO,1995,158.726
61088,Spain,CO,1996,150.191
61089,Spain,CO,1997,158.862
61090,Spain,CO,1998,164.676
61091,Spain,CO,1999,165.35
61092,Spain,CO,2000,165.777
61093,Spain,CO,2001,170.015
61094,Spain,CO,2002,170.17
61095,Spain,CO,2003,166.962
61096,Spain,CO,2004,190.511
61097,Spain,CO,2005,188.668
61098,Spain,CO,2006,179.834
61099,Spain,CO,2007,183.399
61100,Spain,CO,2008,175.096
61101,Spain,CO,2009,152.345
61102,Spain,CO,2010,156.389
61103,Spain,CO,2011,172.474
61104,Spain,CO,2012,149.951
61105,Spain,CO,2013,161.464
61106,Spain,CO,2014,161.257
61107,Spain,CO,2015,169.109
61108,Spain,CO,2016,160.253
61109,Spain,CO,2017,170.556
61110,Spain,CO,2018,168.559
61111,Spain,CO,2019,143.42
61113,Spain,CO,1990,2.694
61114,Spain,CO,1991,2.616
61115,Spain,CO,1992,2.547
61116,Spain,CO,1993,2.766
61117,Spain,CO,1994,2.511
61118,Spain,CO,1995,2.264
61119,Spain,CO,1996,2.248
61120,Spain,CO,1997,2.367
61121,Spain,CO,1998,2.437
61122,Spain,CO,1999,2.281
61123,Spain,CO,2000,2.479
61124,Spain,CO,2001,2.379
61125,Spain,CO,2002,2.379
61126,Spain,CO,2003,2.443
61127,Spain,CO,2004,2.665
61128,Spain,CO,2005,2.589
61129,Spain,CO,2006,2.582
61130,Spain,CO,2007,2.598
61131,Spain,CO,2008,2.539
61132,Spain,CO,2009,2.062
61133,Spain,CO,2010,2.183
61134,Spain,CO,2011,2.162
61135,Spain,CO,2012,2.209
61136,Spain,CO,2013,2.498
61137,Spain,CO,2014,2.753
61138,Spain,CO,2015,2.184
61139,Spain,CO,2016,2.121
61140,Spain,CO,2017,2.287
61141,Spain,CO,2018,2.134
61142,Spain,CO,2019,2.034
61144,Spain,CO,1990,664.722
61145,Spain,CO,1991,658.883
61146,Spain,CO,1992,545.434
61147,Spain,CO,1993,577.304
61148,Spain,CO,1994,492.195
61149,Spain,CO,1995,387.204
61150,Spain,CO,1996,615.328
61151,Spain,CO,1997,562.368
61152,Spain,CO,1998,622.522
61153,Spain,CO,1999,534.576
61154,Spain,CO,2000,231.023
61155,Spain,CO,2001,73.521
61156,Spain,CO,2002,83.118
61157,Spain,CO,2003,83.109
61158,Spain,CO,2004,34.664
61159,Spain,CO,2005,31.157
61160,Spain,CO,2006,15.151
61161,Spain,CO,2007,12.544
61162,Spain,CO,2008,7.751
61163,Spain,CO,2009,7.701
61164,Spain,CO,2010,9.797
61165,Spain,CO,2011,17.444
61166,Spain,CO,2012,14.219
61167,Spain,CO,2013,11.485
61168,Spain,CO,2014,22.395
61169,Spain,CO,2015,22.806
61170,Spain,CO,2016,15.725
61171,Spain,CO,2017,18.554
61172,Spain,CO,2018,22.116
61173,Spain,CO,2019,19.745
61175,Spain,CO,1990,437.204
61176,Spain,CO,1991,385.469
61177,Spain,CO,1992,424.071
61178,Spain,CO,1993,372.521
61179,Spain,CO,1994,334.815
61180,Spain,CO,1995,257.265
61181,Spain,CO,1996,491.833
61182,Spain,CO,1997,577.659
61183,Spain,CO,1998,464.811
61184,Spain,CO,1999,440.584
61185,Spain,CO,2000,535.586
61186,Spain,CO,2001,622.374
61187,Spain,CO,2002,502.898
61188,Spain,CO,2003,693.467
61189,Spain,CO,2004,540.576
61190,Spain,CO,2005,471.473
61191,Spain,CO,2006,584.044
61192,Spain,CO,2007,583.674
61193,Spain,CO,2008,545.966
61194,Spain,CO,2009,621.882
61195,Spain,CO,2010,643.123
61196,Spain,CO,2011,672.138
61197,Spain,CO,2012,438.565
61198,Spain,CO,2013,776.541
61199,Spain,CO,2014,503.696
61200,Spain,CO,2015,646.968
61201,Spain,CO,2016,637.076
61202,Spain,CO,2017,601.75
61203,Spain,CO,2018,821.925
61204,Spain,CO,2019,590.439
61206,Spain,CO,1990,100.0
61207,Spain,CO,1991,101.715
61208,Spain,CO,1992,102.051
61209,Spain,CO,1993,94.446
61210,Spain,CO,1994,87.869
61211,Spain,CO,1995,75.904
61212,Spain,CO,1996,86.301
61213,Spain,CO,1997,82.146
61214,Spain,CO,1998,79.109
61215,Spain,CO,1999,72.735
61216,Spain,CO,2000,64.321
61217,Spain,CO,2001,60.792
61218,Spain,CO,2002,55.454
61219,Spain,CO,2003,58.996
61220,Spain,CO,2004,53.301
61221,Spain,CO,2005,49.13
61222,Spain,CO,2006,49.321
61223,Spain,CO,2007,48.571
61224,Spain,CO,2008,44.986
61225,Spain,CO,2009,45.754
61226,Spain,CO,2010,46.126
61227,Spain,CO,2011,45.73
61228,Spain,CO,2012,38.384
61229,Spain,CO,2013,45.868
61230,Spain,CO,2014,39.658
61231,Spain,CO,2015,43.099
61232,Spain,CO,2016,39.549
61233,Spain,CO,2017,39.459
61234,Spain,CO,2018,44.632
61235,Spain,CO,2019,38.405
61237,Spain,CO,1990,106.581
61238,Spain,CO,1991,108.185
61239,Spain,CO,1992,107.97
61240,Spain,CO,1993,99.395
61241,Spain,CO,1994,92.026
61242,Spain,CO,1995,79.152
61243,Spain,CO,1996,89.621
61244,Spain,CO,1997,84.953
61245,Spain,CO,1998,81.478
61246,Spain,CO,1999,74.625
61247,Spain,CO,2000,65.692
61248,Spain,CO,2001,61.765
61249,Spain,CO,2002,55.448
61250,Spain,CO,2003,57.909
61251,Spain,CO,2004,51.51
61252,Spain,CO,2005,46.605
61253,Spain,CO,2006,46.05
61254,Spain,CO,2007,44.472
61255,Spain,CO,2008,40.521
61256,Spain,CO,2009,40.871
61257,Spain,CO,2010,41.03
61258,Spain,CO,2011,40.527
61259,Spain,CO,2012,33.994
61260,Spain,CO,2013,40.774
61261,Spain,CO,2014,35.358
61262,Spain,CO,2015,38.464
61263,Spain,CO,2016,35.265
61264,Spain,CO,2017,35.122
61265,Spain,CO,2018,39.56
61266,Spain,CO,2019,33.768
61268,Spain,NMVOC,1990,1049.833
61269,Spain,NMVOC,1991,1050.967
61270,Spain,NMVOC,1992,1035.663
61271,Spain,NMVOC,1993,952.575
61272,Spain,NMVOC,1994,950.511
61273,Spain,NMVOC,1995,923.354
61274,Spain,NMVOC,1996,950.239
61275,Spain,NMVOC,1997,938.958
61276,Spain,NMVOC,1998,961.554
61277,Spain,NMVOC,1999,924.292
61278,Spain,NMVOC,2000,881.753
61279,Spain,NMVOC,2001,853.792
61280,Spain,NMVOC,2002,828.296
61281,Spain,NMVOC,2003,795.123
61282,Spain,NMVOC,2004,775.092
61283,Spain,NMVOC,2005,737.681
61284,Spain,NMVOC,2006,707.554
61285,Spain,NMVOC,2007,689.412
61286,Spain,NMVOC,2008,638.88
61287,Spain,NMVOC,2009,585.743
61288,Spain,NMVOC,2010,585.033
61289,Spain,NMVOC,2011,565.523
61290,Spain,NMVOC,2012,542.704
61291,Spain,NMVOC,2013,530.464
61292,Spain,NMVOC,2014,525.825
61293,Spain,NMVOC,2015,539.934
61294,Spain,NMVOC,2016,544.564
61295,Spain,NMVOC,2017,564.765
61296,Spain,NMVOC,2018,578.826
61297,Spain,NMVOC,2019,570.458
61299,Spain,NMVOC,1990,351.132
61300,Spain,NMVOC,1991,367.873
61301,Spain,NMVOC,1992,385.22
61302,Spain,NMVOC,1993,338.655
61303,Spain,NMVOC,1994,322.824
61304,Spain,NMVOC,1995,287.764
61305,Spain,NMVOC,1996,277.725
61306,Spain,NMVOC,1997,250.343
61307,Spain,NMVOC,1998,235.361
61308,Spain,NMVOC,1999,207.938
61309,Spain,NMVOC,2000,177.48
61310,Spain,NMVOC,2001,161.46
61311,Spain,NMVOC,2002,140.475
61312,Spain,NMVOC,2003,130.918
61313,Spain,NMVOC,2004,117.074
61314,Spain,NMVOC,2005,101.231
61315,Spain,NMVOC,2006,90.047
61316,Spain,NMVOC,2007,83.222
61317,Spain,NMVOC,2008,72.732
61318,Spain,NMVOC,2009,64.859
61319,Spain,NMVOC,2010,59.06
61320,Spain,NMVOC,2011,53.117
61321,Spain,NMVOC,2012,49.455
61322,Spain,NMVOC,2013,44.27
61323,Spain,NMVOC,2014,41.461
61324,Spain,NMVOC,2015,39.635
61325,Spain,NMVOC,2016,38.345
61326,Spain,NMVOC,2017,38.584
61327,Spain,NMVOC,2018,39.741
61328,Spain,NMVOC,2019,41.609
61330,Spain,NMVOC,1990,324.506
61331,Spain,NMVOC,1991,341.018
61332,Spain,NMVOC,1992,359.354
61333,Spain,NMVOC,1993,313.829
61334,Spain,NMVOC,1994,299.855
61335,Spain,NMVOC,1995,264.899
61336,Spain,NMVOC,1996,255.23
61337,Spain,NMVOC,1997,228.579
61338,Spain,NMVOC,1998,213.118
61339,Spain,NMVOC,1999,185.726
61340,Spain,NMVOC,2000,155.625
61341,Spain,NMVOC,2001,139.567
61342,Spain,NMVOC,2002,118.986
61343,Spain,NMVOC,2003,109.756
61344,Spain,NMVOC,2004,96.46
61345,Spain,NMVOC,2005,81.183
61346,Spain,NMVOC,2006,70.38
61347,Spain,NMVOC,2007,64.989
61348,Spain,NMVOC,2008,57.141
61349,Spain,NMVOC,2009,50.87
61350,Spain,NMVOC,2010,46.103
61351,Spain,NMVOC,2011,41.063
61352,Spain,NMVOC,2012,36.442
61353,Spain,NMVOC,2013,33.357
61354,Spain,NMVOC,2014,29.81
61355,Spain,NMVOC,2015,28.216
61356,Spain,NMVOC,2016,26.234
61357,Spain,NMVOC,2017,25.42
61358,Spain,NMVOC,2018,25.179
61359,Spain,NMVOC,2019,25.815
61361,Spain,NMVOC,1990,26.626
61362,Spain,NMVOC,1991,26.855
61363,Spain,NMVOC,1992,25.866
61364,Spain,NMVOC,1993,24.826
61365,Spain,NMVOC,1994,22.969
61366,Spain,NMVOC,1995,22.865
61367,Spain,NMVOC,1996,22.494
61368,Spain,NMVOC,1997,21.765
61369,Spain,NMVOC,1998,22.243
61370,Spain,NMVOC,1999,22.212
61371,Spain,NMVOC,2000,21.855
61372,Spain,NMVOC,2001,21.893
61373,Spain,NMVOC,2002,21.49
61374,Spain,NMVOC,2003,21.163
61375,Spain,NMVOC,2004,20.614
61376,Spain,NMVOC,2005,20.049
61377,Spain,NMVOC,2006,19.668
61378,Spain,NMVOC,2007,18.232
61379,Spain,NMVOC,2008,15.591
61380,Spain,NMVOC,2009,13.989
61381,Spain,NMVOC,2010,12.956
61382,Spain,NMVOC,2011,12.055
61383,Spain,NMVOC,2012,13.012
61384,Spain,NMVOC,2013,10.913
61385,Spain,NMVOC,2014,11.651
61386,Spain,NMVOC,2015,11.419
61387,Spain,NMVOC,2016,12.111
61388,Spain,NMVOC,2017,13.164
61389,Spain,NMVOC,2018,14.562
61390,Spain,NMVOC,2019,15.794
61392,Spain,NMVOC,1990,698.701
61393,Spain,NMVOC,1991,683.094
61394,Spain,NMVOC,1992,650.443
61395,Spain,NMVOC,1993,613.92
61396,Spain,NMVOC,1994,627.687
61397,Spain,NMVOC,1995,635.59
61398,Spain,NMVOC,1996,672.514
61399,Spain,NMVOC,1997,688.615
61400,Spain,NMVOC,1998,726.193
61401,Spain,NMVOC,1999,716.354
61402,Spain,NMVOC,2000,704.273
61403,Spain,NMVOC,2001,692.332
61404,Spain,NMVOC,2002,687.82
61405,Spain,NMVOC,2003,664.205
61406,Spain,NMVOC,2004,658.018
61407,Spain,NMVOC,2005,636.45
61408,Spain,NMVOC,2006,617.506
61409,Spain,NMVOC,2007,606.19
61410,Spain,NMVOC,2008,566.149
61411,Spain,NMVOC,2009,520.885
61412,Spain,NMVOC,2010,525.973
61413,Spain,NMVOC,2011,512.406
61414,Spain,NMVOC,2012,493.25
61415,Spain,NMVOC,2013,486.194
61416,Spain,NMVOC,2014,484.364
